codigo,colonia,municipio,estato,estado,municipio
97782,Santa Lucia,Valladolid,Yucatán,31,102
97782,Fernando Novelo,Valladolid,Yucatán,31,102
97782,Santa Ana,Valladolid,Yucatán,31,102
97782,Militar,Valladolid,Yucatán,31,102
97782,Santa Cruz,Valladolid,Yucatán,31,102
97783,Leonardo Rodríguez Alcaine,Valladolid,Yucatán,31,102
97783,Militar,Valladolid,Yucatán,31,102
97783,Oaxaqueña,Valladolid,Yucatán,31,102
97783,San Juan,Valladolid,Yucatán,31,102
97783,San Antonio,Valladolid,Yucatán,31,102
97783,Sacyabil,Valladolid,Yucatán,31,102
97783,Santana,Valladolid,Yucatán,31,102
97783,San Francisco,Valladolid,Yucatán,31,102
97783,San Vicente,Valladolid,Yucatán,31,102
97784,Residencial del Bosque,Valladolid,Yucatán,31,102
97784,Bacalar,Valladolid,Yucatán,31,102
97784,Sisal,Valladolid,Yucatán,31,102
97784,Xcorazon,Valladolid,Yucatán,31,102
97784,Emiliano Zapata,Valladolid,Yucatán,31,102
97784,Puesta Del Sol,Valladolid,Yucatán,31,102
97784,Capules,Valladolid,Yucatán,31,102
97784,Flamboyanes,Valladolid,Yucatán,31,102
97784,Colonos,Valladolid,Yucatán,31,102
97784,San Carlos,Valladolid,Yucatán,31,102
97784,Cruz Verde,Valladolid,Yucatán,31,102
97785,Kanxoc,Valladolid,Yucatán,31,102
97785,Xocen,Valladolid,Yucatán,31,102
97785,Batun,Valladolid,Yucatán,31,102
97785,Kampepén,Valladolid,Yucatán,31,102
97786,Sidra Kin,Valladolid,Yucatán,31,102
97786,Timas,Valladolid,Yucatán,31,102
97787,Santa Cruz,Valladolid,Yucatán,31,102
97787,Xuilib,Valladolid,Yucatán,31,102
97787,Nohsuytun,Valladolid,Yucatán,31,102
97787,Yaxche,Valladolid,Yucatán,31,102
97787,Chamul,Valladolid,Yucatán,31,102
97790,La Guadalupana,Valladolid,Yucatán,31,102
97790,Pixoy,Valladolid,Yucatán,31,102
97790,Popola,Valladolid,Yucatán,31,102
97793,Tesoco,Valladolid,Yucatán,31,102
97793,Ticúch,Valladolid,Yucatán,31,102
97793,Chan Yokdzonot,Valladolid,Yucatán,31,102
97793,Tepakan,Valladolid,Yucatán,31,102
97793,Tahmuy,Valladolid,Yucatán,31,102
97793,Zodzilchén,Valladolid,Yucatán,31,102
97793,Yunchen,Valladolid,Yucatán,31,102
97794,Yalcoba,Valladolid,Yucatán,31,102
97794,Chiople,Valladolid,Yucatán,31,102
97794,San Andres Bac,Valladolid,Yucatán,31,102
97795,Dzitnup,Valladolid,Yucatán,31,102
97795,Yalcon,Valladolid,Yucatán,31,102
97795,Ebtun,Valladolid,Yucatán,31,102
97795,X-Kekén,Valladolid,Yucatán,31,102
97795,Tixhualactún,Valladolid,Yucatán,31,102
97796,Uayma,Uayma,Yucatán,31,99
97798,Santa María,Uayma,Yucatán,31,99
97799,San Lorenzo,Uayma,Yucatán,31,99
97800,Maxcanu,Maxcanú,Yucatán,31,48
97800,Guadalupe,Maxcanú,Yucatán,31,48
97800,La Sirena,Maxcanú,Yucatán,31,48
97803,Chan Chocholá (Santa Eduviges Chan Chocholá),Maxcanú,Yucatán,31,48
97803,Granada (Chican Granada),Maxcanú,Yucatán,31,48
97803,Santa Cruz,Maxcanú,Yucatán,31,48
97803,Kanachén,Maxcanú,Yucatán,31,48
97804,Kochol,Maxcanú,Yucatán,31,48
97804,Santo Domingo,Maxcanú,Yucatán,31,48
97804,San Fernando,Maxcanú,Yucatán,31,48
97804,Santa Rosa,Maxcanú,Yucatán,31,48
97804,Paraíso,Maxcanú,Yucatán,31,48
97804,Coahuila (Santa Teresa Coahuila),Maxcanú,Yucatán,31,48
97804,X-Cacal,Maxcanú,Yucatán,31,48
97804,Yaxcaba,Maxcanú,Yucatán,31,48
97804,Lázaro Cárdenas,Maxcanú,Yucatán,31,48
97805,Chunchucmil,Maxcanú,Yucatán,31,48
97805,San Simón Sinkehuel,Maxcanú,Yucatán,31,48
97806,San Rafael,Maxcanú,Yucatán,31,48
97807,Chencoh,Maxcanú,Yucatán,31,48
97810,Samahil,Samahil,Yucatán,31,63
97810,Kuchel,Samahil,Yucatán,31,63
97812,San Antonio Tedzidz,Samahil,Yucatán,31,63
97813,Opichen,Opichén,Yucatán,31,55
97814,Calcehtoc,Opichén,Yucatán,31,55
97816,Chochola,Chocholá,Yucatán,31,23
97816,San Antonio Chable,Chocholá,Yucatán,31,23
97818,Kopomá,Kopomá,Yucatán,31,45
97818,San Bernardo,Kopomá,Yucatán,31,45
97820,Tecoh,Tecoh,Yucatán,31,76
97822,Lepan,Tecoh,Yucatán,31,76
97822,Oxtapacab,Tecoh,Yucatán,31,76
97822,Itzincab,Tecoh,Yucatán,31,76
97822,Sotuta de Peón,Tecoh,Yucatán,31,76
97823,Chinkilá,Tecoh,Yucatán,31,76
97823,Sabacché,Tecoh,Yucatán,31,76
97823,Pixyah,Tecoh,Yucatán,31,76
97824,Telchaquillo,Tecoh,Yucatán,31,76
97824,Xcanchakan,Tecoh,Yucatán,31,76
97824,Mayapan,Tecoh,Yucatán,31,76
97824,Mahzucil,Tecoh,Yucatán,31,76
97825,Abalá,Abalá,Yucatán,31,1
97825,Mukuiche,Abalá,Yucatán,31,1
97825,Uayalceh,Abalá,Yucatán,31,1
97826,Sinhuchen,Abalá,Yucatán,31,1
97826,Cacao,Abalá,Yucatán,31,1
97826,Peba,Abalá,Yucatán,31,1
97827,Temozon Sur,Abalá,Yucatán,31,1
97830,Halacho,Halachó,Yucatán,31,33
97830,San José,Halachó,Yucatán,31,33
97835,Cepeda,Halachó,Yucatán,31,33
97835,Cuch Holoch,Halachó,Yucatán,31,33
97835,Siho,Halachó,Yucatán,31,33
97835,Unidad Agrícola Guadalupe,Halachó,Yucatán,31,33
97835,Concepción,Halachó,Yucatán,31,33
97836,San Mateo,Halachó,Yucatán,31,33
97836,Dzbzibachi,Halachó,Yucatán,31,33
97836,Kankabchen,Halachó,Yucatán,31,33
97837,Santa Maria Acu,Halachó,Yucatán,31,33
97837,Santa Sofia,Halachó,Yucatán,31,33
97840,Tepakán,Muna,Yucatán,31,53
97840,Muna de Leopoldo Arana Cabrera,Muna,Yucatán,31,53
97840,Benito Juárez,Muna,Yucatán,31,53
97840,San Bernardo,Muna,Yucatán,31,53
97840,San Mateo,Muna,Yucatán,31,53
97840,San Sebastián,Muna,Yucatán,31,53
97840,Víctor Cervera Pacheco,Muna,Yucatán,31,53
97843,Choyob,Muna,Yucatán,31,53
97843,Yaxha,Muna,Yucatán,31,53
97844,San Jose Tipceh,Muna,Yucatán,31,53
97844,U.F. Lázaro Cárdenas,Muna,Yucatán,31,53
97845,Sacalum,Sacalum,Yucatán,31,62
97847,San Antonio Sodzil,Sacalum,Yucatán,31,62
97848,Yunku,Sacalum,Yucatán,31,62
97850,Mani,Maní,Yucatán,31,47
97851,Tipikal,Maní,Yucatán,31,47
97854,Dzan,Dzan,Yucatán,31,25
97857,Chapab,Chapab,Yucatán,31,18
97858,Citincabchen,Chapab,Yucatán,31,18
97858,Hunabchen,Chapab,Yucatán,31,18
97858,San Cristóbal,Chapab,Yucatán,31,18
97860,Ticul Centro,Ticul,Yucatán,31,89
97862,De los Electricistas,Ticul,Yucatán,31,89
97862,Deportivo Campestre,Ticul,Yucatán,31,89
97862,Mejorada,Ticul,Yucatán,31,89
97862,Guadalupe,Ticul,Yucatán,31,89
97862,Obrera,Ticul,Yucatán,31,89
97862,Campestre,Ticul,Yucatán,31,89
97863,San Juan,Ticul,Yucatán,31,89
97864,San Joaquín,Ticul,Yucatán,31,89
97864,San Enrique,Ticul,Yucatán,31,89
97864,Las Tinajas,Ticul,Yucatán,31,89
97864,San Benito,Ticul,Yucatán,31,89
97864,Santa Maria,Ticul,Yucatán,31,89
97864,San Román,Ticul,Yucatán,31,89
97864,Santiago,Ticul,Yucatán,31,89
97870,Pustunich,Ticul,Yucatán,31,89
97873,Yotholin,Ticul,Yucatán,31,89
97880,Tutul Xiú,Oxkutzcab,Yucatán,31,56
97880,Oxkutzcab,Oxkutzcab,Yucatán,31,56
97882,San José Kunché,Oxkutzcab,Yucatán,31,56
97883,Lol-Tún,Oxkutzcab,Yucatán,31,56
97883,Yaaxhom,Oxkutzcab,Yucatán,31,56
97883,Emiliano Zapata,Oxkutzcab,Yucatán,31,56
97883,Xohuayan,Oxkutzcab,Yucatán,31,56
97884,Nohcacab,Oxkutzcab,Yucatán,31,56
97884,Xul,Oxkutzcab,Yucatán,31,56
97884,Sacamucuy,Oxkutzcab,Yucatán,31,56
97884,Xobenhaltun,Oxkutzcab,Yucatán,31,56
97885,Sayil,Oxkutzcab,Yucatán,31,56
97886,Yaxhacchen,Oxkutzcab,Yucatán,31,56
97886,Kihuic,Oxkutzcab,Yucatán,31,56
97887,Tabi,Oxkutzcab,Yucatán,31,56
97887,Xlapak,Oxkutzcab,Yucatán,31,56
97887,Labna,Oxkutzcab,Yucatán,31,56
97890,Santa Elena,Santa Elena,Yucatán,31,66
97890,San Agustín,Santa Elena,Yucatán,31,66
97894,Kabah,Santa Elena,Yucatán,31,66
97895,San Simón,Santa Elena,Yucatán,31,66
97899,Hotel Villas Arqueológicas,Santa Elena,Yucatán,31,66
97899,Hotel Hacienda Uxmal,Santa Elena,Yucatán,31,66
97900,Mama,Mama,Yucatán,31,46
97904,Chumayel,Chumayel,Yucatán,31,24
97908,Mayapan,Mayapán,Yucatán,31,49
97910,Teabo,Teabo,Yucatán,31,75
97915,Cantamayec,Cantamayec,Yucatán,31,10
97917,Nenela,Cantamayec,Yucatán,31,10
97918,Cholul,Cantamayec,Yucatán,31,10
97920,Yaxcaba,Yaxcabá,Yucatán,31,104
97922,Yokdzonot,Yaxcabá,Yucatán,31,104
97922,Mexil,Yaxcabá,Yucatán,31,104
97923,Libre Unión,Yaxcabá,Yucatán,31,104
97923,Cenote Xtohil,Yaxcabá,Yucatán,31,104
97924,Cenote Aban,Yaxcabá,Yucatán,31,104
97924,San Marcos,Yaxcabá,Yucatán,31,104
97924,Popola,Yaxcabá,Yucatán,31,104
97924,Chimay,Yaxcabá,Yucatán,31,104
97924,Yaxunah,Yaxcabá,Yucatán,31,104
97924,Z.A. Yaxuna,Yaxcabá,Yucatán,31,104
97925,Tiholop,Yaxcabá,Yucatán,31,104
97925,Santa Maria,Yaxcabá,Yucatán,31,104
97925,Kancabdzonot,Yaxcabá,Yucatán,31,104
97925,Yokdzonot-Hú,Yaxcabá,Yucatán,31,104
97925,Huechen Balam,Yaxcabá,Yucatán,31,104
97925,San Pedro,Yaxcabá,Yucatán,31,104
97925,Sahcabá,Yaxcabá,Yucatán,31,104
97926,Cacalchen,Yaxcabá,Yucatán,31,104
97926,Canakom,Yaxcabá,Yucatán,31,104
97927,Tahdzibichen,Yaxcabá,Yucatán,31,104
97927,Tixcacaltuyub,Yaxcabá,Yucatán,31,104
97929,Tinuncah,Yaxcabá,Yucatán,31,104
97929,Cipché,Yaxcabá,Yucatán,31,104
97930,Peto Centro,Peto,Yucatán,31,58
97930,Benito Juárez,Peto,Yucatán,31,58
97930,Francisco I Madero,Peto,Yucatán,31,58
97930,Francisco Sarabia,Peto,Yucatán,31,58
97930,Miraflores,Peto,Yucatán,31,58
97930,Morelos y Fátima,Peto,Yucatán,31,58
97930,3 Cruces,Peto,Yucatán,31,58
97930,Trinidad,Peto,Yucatán,31,58
97930,Felipe Carrillo Puerto,Peto,Yucatán,31,58
97930,Jacinto Kanek,Peto,Yucatán,31,58
97930,Ciprés,Peto,Yucatán,31,58
97932,Xoy,Peto,Yucatán,31,58
97933,Progresito,Peto,Yucatán,31,58
97933,Tixhualactun,Peto,Yucatán,31,58
97933,San Gregorio,Peto,Yucatán,31,58
97933,Temozon,Peto,Yucatán,31,58
97933,San Pedro,Peto,Yucatán,31,58
97934,Guadalupe,Peto,Yucatán,31,58
97934,San Diego,Peto,Yucatán,31,58
97934,Xcabanchen,Peto,Yucatán,31,58
97934,San Nicolás Yoactún,Peto,Yucatán,31,58
97934,San Bernabe,Peto,Yucatán,31,58
97935,Papacal,Peto,Yucatán,31,58
97935,Santa Elena,Peto,Yucatán,31,58
97935,San Francisco,Peto,Yucatán,31,58
97935,Dzonotchel,Peto,Yucatán,31,58
97935,Chan Calotmul,Peto,Yucatán,31,58
97935,San Mateo,Peto,Yucatán,31,58
97935,Santa Cruz,Peto,Yucatán,31,58
97936,Polinkin,Peto,Yucatán,31,58
97936,La Esperanza,Peto,Yucatán,31,58
97936,Kambul,Peto,Yucatán,31,58
97936,Abal,Peto,Yucatán,31,58
97936,San Sebastián,Peto,Yucatán,31,58
97936,San Dionisio,Peto,Yucatán,31,58
97936,Petulillo,Peto,Yucatán,31,58
97937,Tobxila,Peto,Yucatán,31,58
97937,San Miguel,Peto,Yucatán,31,58
97937,Uitzina,Peto,Yucatán,31,58
97937,Trapiche,Peto,Yucatán,31,58
97937,San Salvador,Peto,Yucatán,31,58
97937,Santa Rosa,Peto,Yucatán,31,58
97937,Justicia Social,Peto,Yucatán,31,58
97937,Santa Ursula,Peto,Yucatán,31,58
97937,Xpechil,Peto,Yucatán,31,58
97937,Candelaria (San Pedro),Peto,Yucatán,31,58
97937,Macmay,Peto,Yucatán,31,58
97937,Yaxcopil,Peto,Yucatán,31,58
97940,Chikindzonot,Chikindzonot,Yucatán,31,22
97943,Chan Santa María,Chikindzonot,Yucatán,31,22
97943,Chanchimila,Chikindzonot,Yucatán,31,22
97943,X-Poxil,Chikindzonot,Yucatán,31,22
97943,Xcampana,Chikindzonot,Yucatán,31,22
97944,Ichmul,Chikindzonot,Yucatán,31,22
97945,Tahdziu,Tahdziú,Yucatán,31,73
97947,Timul,Tahdziú,Yucatán,31,73
97948,San Ignacio,Tahdziú,Yucatán,31,73
97948,Mocté,Tahdziú,Yucatán,31,73
97950,Tixmehuac,Tixméhuac,Yucatán,31,94
97953,Chuchub,Tixméhuac,Yucatán,31,94
97953,Chican,Tixméhuac,Yucatán,31,94
97953,Sabacche,Tixméhuac,Yucatán,31,94
97953,Sisbic,Tixméhuac,Yucatán,31,94
97953,Kimbila,Tixméhuac,Yucatán,31,94
97953,Dzutoh,Tixméhuac,Yucatán,31,94
97954,Sacchacan,Tixméhuac,Yucatán,31,94
97955,Chacsinkin,Chacsinkín,Yucatán,31,16
97956,Xno-Huayab,Chacsinkín,Yucatán,31,16
97957,Xbox,Chacsinkín,Yucatán,31,16
97960,Tzucacab Centro,Tzucacab,Yucatán,31,98
97963,Ekbalam,Tzucacab,Yucatán,31,98
97963,Dzi,Tzucacab,Yucatán,31,98
97963,Kakalnah,Tzucacab,Yucatán,31,98
97963,Solidaridad,Tzucacab,Yucatán,31,98
97964,Bichcopo,Tzucacab,Yucatán,31,98
97964,Hobonil,Tzucacab,Yucatán,31,98
97964,Sacbecan,Tzucacab,Yucatán,31,98
97964,Noh-bec,Tzucacab,Yucatán,31,98
97964,Polhuaczil,Tzucacab,Yucatán,31,98
97965,Corral,Tzucacab,Yucatán,31,98
97965,Blanca Flor,Tzucacab,Yucatán,31,98
97965,El Escondido,Tzucacab,Yucatán,31,98
97965,Tigre Grande,Tzucacab,Yucatán,31,98
97966,La Esperanza,Tzucacab,Yucatán,31,98
97966,San Isidro,Tzucacab,Yucatán,31,98
97966,San Salvador Piste Akal,Tzucacab,Yucatán,31,98
97967,Caxaytuk,Tzucacab,Yucatán,31,98
97967,Thul,Tzucacab,Yucatán,31,98
97967,Lázaro Cárdenas,Tzucacab,Yucatán,31,98
97967,Emiliano Zapata,Tzucacab,Yucatán,31,98
97969,Catmís,Tzucacab,Yucatán,31,98
97970,Los Cedros,Tekax,Yucatán,31,79
97970,Villas Santa María,Tekax,Yucatán,31,79
97970,San Francisco,Tekax,Yucatán,31,79
97970,Villa Flores,Tekax,Yucatán,31,79
97970,Paraíso Tekax,Tekax,Yucatán,31,79
97970,Lázaro Cárdenas,Tekax,Yucatán,31,79
97970,Tekax de Álvaro Obregón,Tekax,Yucatán,31,79
97970,Benito Juárez,Tekax,Yucatán,31,79
97970,Francisco I Madero,Tekax,Yucatán,31,79
97970,Padre Eterno,Tekax,Yucatán,31,79
97970,Yocchenkax,Tekax,Yucatán,31,79
97970,Chunchucun,Tekax,Yucatán,31,79
97970,Chobenche,Tekax,Yucatán,31,79
97970,San Ignacio,Tekax,Yucatán,31,79
97970,Ermita,Tekax,Yucatán,31,79
97970,Fovissste (Módulo Social),Tekax,Yucatán,31,79
97970,Unidad Antigua,Tekax,Yucatán,31,79
97973,Kinil,Tekax,Yucatán,31,79
97973,Xaya,Tekax,Yucatán,31,79
97973,Penkuyut,Tekax,Yucatán,31,79
97973,Tixcuytun,Tekax,Yucatán,31,79
97974,Ticum,Tekax,Yucatán,31,79
97975,Kantemo,Tekax,Yucatán,31,79
97975,San Marcos,Tekax,Yucatán,31,79
97977,Kancab,Tekax,Yucatán,31,79
97977,Canek,Tekax,Yucatán,31,79
97977,Chacmultun,Tekax,Yucatán,31,79
97979,Manuel Cepeda Peraza,Tekax,Yucatán,31,79
97979,Alfonso Caso,Tekax,Yucatán,31,79
97980,Benito Juárez,Tekax,Yucatán,31,79
97980,San Agustín (Salvador Alvarado),Tekax,Yucatán,31,79
97980,San Pedro Zula,Tekax,Yucatán,31,79
97980,San Martín Hili,Tekax,Yucatán,31,79
97983,Chan Dzinup,Tekax,Yucatán,31,79
97983,Huntochac,Tekax,Yucatán,31,79
97983,Nuevo Popolá,Tekax,Yucatán,31,79
97983,Pocoboh,Tekax,Yucatán,31,79
97983,San Isidro Yaxche,Tekax,Yucatán,31,79
97983,San Salvador,Tekax,Yucatán,31,79
97983,Nueva Santa Cruz (Santa Cruz Cutzá),Tekax,Yucatán,31,79
97983,Mac-Yan (San Isidro Mac-Yan),Tekax,Yucatán,31,79
97984,Sacpukenhá,Tekax,Yucatán,31,79
97984,Becanchen,Tekax,Yucatán,31,79
97984,San Gaspar,Tekax,Yucatán,31,79
97984,San Diego Buenavista,Tekax,Yucatán,31,79
97985,Nohalal,Tekax,Yucatán,31,79
97986,Ayim,Tekax,Yucatán,31,79
97987,San Felipe Segundo,Tekax,Yucatán,31,79
97987,Mesatunich,Tekax,Yucatán,31,79
97987,San Rufino,Tekax,Yucatán,31,79
97987,San Pedro Xtokil,Tekax,Yucatán,31,79
97987,San Juan Tekax,Tekax,Yucatán,31,79
97989,Sudzal Chico,Tekax,Yucatán,31,79
97990,Akil Centro,Akil,Yucatán,31,3
